runAt,commit,matrix,label,blockA,rel,hops,blockC,region,filters,step,endpoint,status,ms,rows,bytes,errorClass,errorMsg,chunksFailed,chunksSkipped,chunksMax
2026-09-15T13:12,9128aa9,M8,"material filter (GW)",samples,near,1,facilities,ME,"material",FIND_TARGET_IRIS,engine,empty,12739,0,0,empty,"No results at step: Finding nearby samples",0,0,0
2026-09-15T13:12,9128aa9,M8,"concentration range 10-1000",samples,near,1,facilities,ME,"range",FIND_TARGET_IRIS,engine,success,1793,947,0,ok,"",0,0,0
2026-09-15T13:12,9128aa9,M8,"exclude non-detects",samples,near,1,facilities,ME,"nondetect",FIND_TARGET_IRIS,engine,success,2231,1892,0,ok,"",0,0,0
2026-09-15T13:12,9128aa9,M8,"substance + downstream",samples,downstream,,facilities,ME,"substance+ds",FIND_TARGET_IRIS,engine,success,314751,9,0,ok-partial,"",0,20,22
2026-09-15T13:12,9128aa9,M8,"NAICS 2-digit (whole sector 31)",samples,near,1,facilities,ME,"naics-sector",FIND_TARGET_IRIS,engine,success,12646,334,0,ok,"",0,0,0
2026-09-15T13:12,9128aa9,M8,"aquifer type filter",samples,near,1,aquifers,ME,"aquifer-type",FIND_TARGET_IRIS,engine,success,30421,2759,0,ok,"",0,0,0
2026-09-15T13:12,9128aa9,M8,"waterbody ftype filter",samples,near,1,waterBodies,ME,"wb-ftype",FIND_TARGET_IRIS,engine,success,2352,1583,0,ok,"",0,0,0
2026-09-15T13:24,9128aa9,M9,"samples near(1) facilities [1 county (Cumberland)]",samples,near,1,facilities,1 county (Cumberland),"none",FIND_TARGET_IRIS,engine,success,1278,430,0,ok,"",0,0,0
2026-09-15T13:24,9128aa9,M9,"samples near(1) facilities [3 counties]",samples,near,1,facilities,3 counties,"none",FIND_TARGET_IRIS,engine,success,1449,1048,0,ok,"",0,0,0
2026-09-15T13:24,9128aa9,M9,"samples downstream facilities [1 county (Cumberland)]",samples,downstream,,facilities,1 county (Cumberland),"none",FIND_TARGET_IRIS,engine,success,10653,339,0,ok,"",0,0,0
2026-09-15T13:24,9128aa9,M9,"samples downstream facilities [3 counties]",samples,downstream,,facilities,3 counties,"none",FIND_TARGET_IRIS,engine,success,15336,902,0,ok,"",0,0,0
